type_of_sentence,verb_main_semantic_class,verb_second_semantic_class,verb_third_semantic_class,verb_veridical_positive,verb_veridical_negative,verb_tense,t_negation,semantic_relation
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
?,mówienia,none,none,o,o,brak,0,N
?,mówienia,none,none,o,o,future,0,N
?,mówienia,none,none,o,o,brak,0,N
?,mówienia,none,none,o,o,past,0,N
imperatyw ,mówienia,none,none,o,o,brak,0,N
imperatyw ,mówienia,none,none,o,o,brak,0,N
imperatyw ,mówienia,none,none,o,o,brak,0,N
imperatyw ,mówienia,none,none,o,o,brak,0,N
imperatyw ,mówienia,none,none,o,o,brak,0,N
modalne,mówienia,none,none,o,o,brak,0,N
modalne,mówienia,none,none,o,o,present,0,N
modalne,mówienia,none,none,o,o,past,1,N
modalne,mówienia,none,none,o,o,present,0,N
modalne,mówienia,none,none,o,o,present,0,N
modalne,mówienia,none,none,o,o,present,0,N
modalne,mówienia,none,none,o,o,past,0,N
modalne,mówienia,none,none,o,o,present,0,N
modalne,mówienia,none,none,o,o,present,0,N
modalne,mówienia,none,none,o,o,present,0,N
modalne,mówienia,none,none,o,o,brak,0,N
modalne,mówienia,none,none,o,o,brak,0,N
modalne,mówienia,none,none,o,o,brak,0,N
modalne,mówienia,none,none,o,o,brak,0,N
modalne,mówienia,none,none,o,o,present,0,N
modalne,mówienia,none,none,o,o,brak,0,N
modalne; pytajne,mówienia,none,none,o,o,present,0,N
performatyw,mówienia,none,none,o,o,future,0,N
performatyw,mówienia,none,none,o,o,brak,0,N
powinnościowe,mówienia,none,none,o,o,present,0,N
przypuszczające,mówienia,none,none,o,o,brak,1,N
przypuszczające,mówienia,none,none,o,o,brak,0,N
przypuszczające,mówienia,none,none,o,o,brak,0,N
przypuszczające,mówienia,none,none,o,o,brak,0,N
pytajne,mówienia,none,none,o,o,future,0,N
pytajne,mówienia,none,none,o,o,past,0,N
sprostowanie,mówienia,none,none,o,o,present,1,N
sprostowanie,mówienia,none,none,o,o,past,1,N
warunkowe; modalne,mówienia,none,none,o,o,brak,0,N
warunkowe; pytajne,mówienia,none,none,o,o,past,0,N
wolitywne,mówienia,none,none,o,o,brak,0,N
wolitywne; performatyw,mówienia,none,none,o,o,present,0,N
wolitywne; performatyw,mówienia,none,none,o,o,present,0,N
wolitywne; performatyw,mówienia,none,none,o,o,past,0,N
wolitywne; performatyw,mówienia,none,none,o,o,present,0,N
wolitywne; performatyw,mówienia,none,none,o,o,present,0,N
wolitywne; performatyw,mówienia,none,none,o,o,present,0,N
1,przyczynowy,none,none,+,o,present,0,N
1,przyczynowy,none,none,+,o,past,0,E
1,przyczynowy,none,none,+,o,present,0,E
1,przyczynowy,none,none,+,o,present,0,E
1,przyczynowy,none,none,+,o,present,0,E
1,przyczynowy,none,none,+,o,present,0,E
generalne,przyczynowy,none,none,+,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
modalne,mówienia,none,none,o,o,present,0,N
1,epistemiczny,none,none,+,+,future,1,E
1,epistemiczny,none,none,+,+,past,0,E
imperatyw; generalne,epistemiczny,none,none,+,+,future,0,N
1,przyczynowy,epistemiczny,none,o,o,brak,0,N
imperatyw,przyczynowy,epistemiczny,none,o,o,future,0,N
1,przyczynowy,wolicjonalny,none,+,+,past,0,N
1,przyczynowy,none,none,+,o,future,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,percepcyjny,mówienia,none,o,o,past,0,N
1,percepcyjny,none,none,o,o,past,0,N
1,percepcyjny,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,future,0,N
1,epistemiczny,none,none,o,o,future,0,N
1,epistemiczny,none,none,o,o,past,0,N
wolitywne,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,future,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,future,0,N
1,epistemiczny,none,none,o,o,future,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,mówienia,epistemiczny,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,future,0,N
1,percepcyjny,epistemiczny,none,+,+,past,0,E
1,mówienia,wnioskowania,epistemiczny,o,o,past,0,E
1,mówienia,wnioskowania,epistemiczny,o,o,present,0,N
performatyw,mówienia,none,none,+,+,present,0,E
performatyw,mówienia,none,none,+,+,present,0,C
performatyw,mówienia,none,none,+,+,present,0,E
performatyw,mówienia,none,none,+,+,past,0,N
performatyw,mówienia,none,none,+,+,past,0,N
1,emotywny,epistemiczny,none,+,+,past,0,E
pytajne,przyczynowy,none,none,+,+,past,0,E
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
modalne,epistemiczny,none,none,+,+,past,0,E
1,epistemiczny,none,none,+,+,past,1,E
1,epistemiczny,none,none,+,+,past,0,E
1,epistemiczny,none,none,+,+,past,1,E
pytajne,epistemiczny,none,none,+,+,past,0,E
1,epistemiczny,none,none,o,o,past,0,N
?,epistemiczny,none,none,o,o,brak,0,N
modalne,epistemiczny,none,none,o,o,brak,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,C
1,epistemiczny,none,none,o,o,brak,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
performatyw,mówienia,pamięciowy,epistemiczny,+,+,future,0,E
performatyw,mówienia,pamięciowy,epistemiczny,+,+,present,0,E
1,mówienia,pamięciowy,epistemiczny,+,+,present,0,E
1,mówienia,pamięciowy,epistemiczny,+,+,past,0,E
modalne,mówienia,pamięciowy,epistemiczny,+,+,present,0,E
performatyw,mówienia,pamięciowy,epistemiczny,+,+,brak,0,E
performatyw,mówienia,pamięciowy,epistemiczny,+,+,brak,0,E
performatyw,mówienia,pamięciowy,epistemiczny,+,+,brak,0,E
1,mówienia,pamięciowy,epistemiczny,+,+,past,0,E
1,mówienia,pamięciowy,epistemiczny,+,+,past,0,E
1,mówienia,pamięciowy,epistemiczny,+,+,brak,0,E
1,mówienia,pamięciowy,epistemiczny,+,+,future,0,E
1,mówienia,pamięciowy,epistemiczny,+,+,past,0,E
1,mówienia,pamięciowy,epistemiczny,+,+,brak,0,E
1,mówienia,pamięciowy,epistemiczny,+,+,past,0,E
1,mówienia,pamięciowy,epistemiczny,+,+,past,0,E
?,mówienia,pamięciowy,epistemiczny,+,+,present,0,E
performatyw,mówienia,pamięciowy,epistemiczny,+,+,brak,0,E
performatyw,mówienia,pamięciowy,epistemiczny,+,+,brak,0,E
performatyw,mówienia,pamięciowy,epistemiczny,+,+,brak,0,E
performatyw,mówienia,pamięciowy,epistemiczny,+,+,brak,0,E
1,pamięciowy,epistemiczny,none,+,+,past,0,E
1,pamięciowy,epistemiczny,none,+,+,past,0,E
1,pamięciowy,epistemiczny,none,+,+,present,0,E
generalne,pamięciowy,epistemiczny,none,+,+,present,0,N
1,pamięciowy,epistemiczny,none,+,+,past,0,E
1,pamięciowy,epistemiczny,none,+,+,future,0,E
1,pamięciowy,epistemiczny,none,+,+,past,0,E
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,past,1,E
1,epistemiczny,none,none,o,o,past,1,E
1,epistemiczny,none,none,o,o,past,1,E
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
modalne,epistemiczny,none,none,o,o,brak,0,N
modalne,epistemiczny,none,none,o,o,present,0,N
modalne,epistemiczny,none,none,o,o,present,0,N
performatyw,mówienia,none,none,o,o,present,0,N
performatyw,mówienia,none,none,o,o,present,0,N
dyspozycyjne,mówienia,none,none,o,o,past,0,N
dyspozycyjne,mówienia,none,none,o,o,past,0,N
modalne; warunkowe,mówienia,none,none,o,o,present,0,N
performatyw,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,?,past,0,E
1,mówienia,none,none,o,?,future,0,N
1,mówienia,none,none,o,?,past,0,N
?,mówienia,none,none,o,o,brak,0,?
1,mówienia,none,none,o,o,past,0,?
1,mówienia,none,none,o,o,past,0,E
1,mówienia,none,none,o,o,past,0,E
1,mówienia,none,none,o,o,past,0,E
1,mówienia,none,none,o,o,present,0,E
1,mówienia,none,none,o,o,present,0,E
1,mówienia,none,none,o,o,past,0,E
1,mówienia,none,none,o,o,past,0,E
1,mówienia,none,none,o,o,future,1,E
1,mówienia,none,none,o,o,past,0,E
1,mówienia,none,none,o,o,future,0,E
1,mówienia,none,none,o,o,present,0,E
1,mówienia,none,none,o,o,past,0,E
1,mówienia,none,none,o,o,future,0,E
1,mówienia,none,none,o,o,past,0,E
1,mówienia,none,none,o,o,past,0,E
1,mówienia,none,none,o,o,past,0,E
1,mówienia,none,none,o,o,future,0,E
1,mówienia,none,none,o,o,future,0,E
1,mówienia,none,none,o,o,past,0,E
1,mówienia,none,none,o,o,past,0,E
1,mówienia,none,none,o,o,past,0,E
1,mówienia,none,none,o,o,past,0,E
1,mówienia,none,none,o,o,present,0,E
1,mówienia,none,none,o,o,past,0,E
?,mówienia,none,none,o,o,brak,0,E
?,mówienia,none,none,o,o,present,0,E
?,mówienia,none,none,o,o,brak,0,E
modalne,mówienia,none,none,o,o,present,0,E
performatyw,mówienia,none,none,o,o,future,0,E
1,mówienia,none,none,o,?,present,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,present,0,?
1,mówienia,none,none,o,o,present,0,E
1,mówienia,none,none,o,o,present,0,E
1,mówienia,none,none,o,o,present,0,E
1,mówienia,none,none,o,o,present,0,E
1,mówienia,none,none,o,o,present,0,E
1,mówienia,none,none,o,o,past,0,E
1,mówienia,none,none,o,o,present,0,E
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
performatyw,mówienia,none,none,o,o,present,0,E
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,emotywny,epistemiczny,-,o,present,0,N
1,mówienia,none,none,o,o,past,0,N
1,emotywny,epistemiczny,none,+,+,past,0,E
1,mówienia,none,none,o,o,past,0,N
pytajne,epistemiczny,none,none,+,+,present,0,N
1,epistemiczny,none,none,+,o,present,0,?
1,epistemiczny,none,none,+,+,present,1,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,1,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,o,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,o,present,0,?
1,epistemiczny,none,none,+,o,present,0,?
generalne,epistemiczny,none,none,+,o,present,0,?
pytajne,epistemiczny,none,none,+,o,present,0,N
pytajne,epistemiczny,none,none,+,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,past,0,C
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,brak,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
powinnościowe,epistemiczny,none,none,o,o,present,0,N
pytajne,epistemiczny,none,none,o,o,present,1,N
pytajne,epistemiczny,none,none,o,o,present,0,N
pytajne,epistemiczny,none,none,o,o,present,1,N
generalne,mówienia,none,none,+,+,brak,0,N
1,mówienia,emotywny,none,o,?,present,0,N
1,mówienia,emotywny,none,o,?,present,0,N
1,mówienia,none,none,-,o,past,0,C
1,mówienia,emotywny,none,o,o,past,0,N
1,percepcyjny,none,none,+,+,brak,0,E
1,percepcyjny,mówienia,none,o,o,present,0,N
pytajne; modalne,percepcyjny,mówienia,none,o,o,past,0,N
1,percepcyjny,mówienia,none,o,o,present,0,N
1,percepcyjny,mówienia,none,o,o,present,0,N
1,percepcyjny,mówienia,none,o,o,past,0,N
1,percepcyjny,mówienia,none,o,o,past,0,N
1,percepcyjny,mówienia,none,o,o,past,0,N
1,percepcyjny,mówienia,none,o,o,past,0,N
1,percepcyjny,mówienia,none,o,o,past,0,N
1,percepcyjny,mówienia,none,o,o,past,0,N
1,percepcyjny,mówienia,none,o,o,past,0,N
1,percepcyjny,mówienia,none,o,o,past,0,N
1,percepcyjny,mówienia,none,o,o,past,0,N
1,percepcyjny,mówienia,none,o,o,past,0,N
1,percepcyjny,mówienia,none,o,o,present,0,N
1,percepcyjny,mówienia,none,o,o,past,1,N
1,epistemiczny,none,none,o,+,past,0,N
1,epistemiczny,none,none,o,+,past,0,?
1,epistemiczny,none,none,o,+,past,1,E
?,epistemiczny,none,none,o,+,brak,1,E
modalne,epistemiczny,none,none,o,+,past,0,E
modalne,epistemiczny,none,none,o,+,past,0,C
modalne,epistemiczny,none,none,o,+,present,0,N
pytajne,epistemiczny,none,none,o,+,past,1,E
warunkowe,epistemiczny,none,none,o,+,present,0,N
1,epistemiczny,percepcyjny,none,+,+,past,0,E
1,przyczynowy,none,none,+,o,present,0,E
1,przyczynowy,none,none,+,o,past,0,E
1,przyczynowy,none,none,+,o,past,0,E
1,przyczynowy,none,none,+,o,past,0,E
1,przyczynowy,none,none,+,o,past,0,E
1,przyczynowy,none,none,+,o,past,0,E
1,przyczynowy,none,none,+,o,future,0,N
modalne,przyczynowy,none,none,+,o,future,0,N
1,przyczynowy,epistemiczny,none,o,o,present,0,N
1,przyczynowy,zdarzeniowy,none,+,o,present,0,E
1,przyczynowy,zdarzeniowy,none,+,o,past,0,E
1,przyczynowy,zdarzeniowy,none,+,o,present,0,E
1,przyczynowy,zdarzeniowy,none,+,o,present,0,E
1,przyczynowy,zdarzeniowy,none,+,o,past,0,E
1,przyczynowy,zdarzeniowy,none,+,o,past,0,E
1,przyczynowy,zdarzeniowy,none,+,o,present,0,E
1,przyczynowy,zdarzeniowy,none,+,o,present,0,E
1,przyczynowy,zdarzeniowy,none,+,o,present,1,E
1,przyczynowy,zdarzeniowy,none,+,o,present,0,E
1,przyczynowy,zdarzeniowy,none,+,o,present,0,E
1,przyczynowy,zdarzeniowy,none,+,o,present,0,E
1,przyczynowy,zdarzeniowy,none,+,o,present,0,E
1,przyczynowy,zdarzeniowy,none,+,o,past,0,E
1,przyczynowy,zdarzeniowy,none,+,o,past,0,E
1,przyczynowy,zdarzeniowy,none,+,o,past,0,N
pytajne; modalne,przyczynowy,zdarzeniowy,none,+,o,past,0,N
1,przyczynowy,zdarzeniowy,none,+,o,past,0,E
1,przyczynowy,zdarzeniowy,none,+,o,past,0,E
1,przyczynowy,zdarzeniowy,none,+,o,past,0,E
1,przyczynowy,zdarzeniowy,none,+,o,past,0,E
1,przyczynowy,zdarzeniowy,none,+,o,past,0,E
modalne,przyczynowy,zdarzeniowy,none,+,o,present,0,N
modalne,przyczynowy,zdarzeniowy,none,+,o,present,0,N
modalne; alternatywa,przyczynowy,zdarzeniowy,none,+,o,present,0,N
1,zdarzeniowy,none,none,+,-,past,0,E
pytajne,zdarzeniowy,none,none,+,-,past,0,E
performatyw,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,E
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
performatyw,mówienia,none,none,o,o,present,0,?
performatyw,mówienia,none,none,o,o,present,0,?
performatyw,mówienia,none,none,o,o,present,0,?
performatyw,mówienia,none,none,o,o,present,0,?
performatyw,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,brak,0,N
1,mówienia,none,none,o,o,brak,0,N
1,mówienia,none,none,o,o,past,0,N
modalne,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,brak,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
modalne,mówienia,none,none,o,o,present,0,N
modalne,mówienia,none,none,o,o,present,0,N
modalne,mówienia,none,none,o,o,present,0,N
modalne,mówienia,none,none,o,o,present,0,N
powinnościowe,mówienia,none,none,o,o,present,0,N
warunkowe,mówienia,none,none,o,o,future,0,N
1,mówienia,none,none,o,o,brak,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,brak,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,present,1,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,past,0,N
?,mówienia,none,none,o,o,brak,0,N
1,mówienia,none,none,o,o,present,0,N
generalne,mówienia,none,none,o,o,present,1,N
1,liczenia,epistemiczny,none,o,o,present,0,N
1,liczenia,epistemiczny,none,o,o,past,0,N
1,liczenia,epistemiczny,none,o,o,present,0,N
1,liczenia,epistemiczny,none,o,o,present,0,N
1,liczenia,epistemiczny,none,o,o,present,0,N
pytajne,mówienia,none,none,o,o,brak,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,emotywny,epistemiczny,o,?,present,0,E
1,mówienia,emotywny,epistemiczny,o,?,present,0,?
1,mówienia,emotywny,epistemiczny,o,?,past,0,?
1,mówienia,emotywny,epistemiczny,o,?,present,0,E
1,mówienia,emotywny,epistemiczny,o,?,present,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,past,0,E
1,epistemiczny,none,none,o,o,past,0,N
1,dowodzenia,wnioskowania,epistemiczny,o,o,present,0,N
1,dowodzenia,wnioskowania,epistemiczny,o,o,past,0,N
1,dowodzenia,wnioskowania,epistemiczny,o,o,past,0,N
1,dowodzenia,wnioskowania,epistemiczny,o,o,present,0,N
1,dowodzenia,wnioskowania,epistemiczny,o,o,present,0,N
1,dowodzenia,wnioskowania,epistemiczny,o,o,present,0,N
1,dowodzenia,wnioskowania,epistemiczny,o,o,present,0,N
1,dowodzenia,wnioskowania,epistemiczny,o,o,present,0,N
1,dowodzenia,wnioskowania,epistemiczny,o,o,present,0,N
1,dowodzenia,wnioskowania,epistemiczny,o,o,present,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,1,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,past,0,N
modalne,mówienia,none,none,o,o,past,0,N
1,emotywny,mówienia,epistemiczny,+,+,past,0,E
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,past,0,N
generalne,?,none,none,-,+,brak,0,N
1,?,none,none,-,+,past,0,C
1,?,none,none,-,+,past,0,C
1,?,none,none,-,+,past,0,C
generalne,?,none,none,-,+,present,0,N
1,?,none,none,-,+,present,0,C
1,?,none,none,-,+,past,0,C
1,?,none,none,-,+,present,0,C
1,?,none,none,-,+,future,1,C
1,?,none,none,-,+,present,0,C
1,?,none,none,-,+,future,0,C
1,?,none,none,-,+,present,0,C
1,?,none,none,-,+,present,0,C
1,?,none,none,-,+,past,0,C
1,?,none,none,-,+,past,0,C
alternatywa,?,none,none,-,+,past,0,N
modalne,?,none,none,-,+,present,0,C
pytajne,?,none,none,-,+,present,0,C
pytajne,?,none,none,-,+,present,0,C
1,dowodzenia,mówienia,none,o,o,past,0,N
1,dowodzenia,mówienia,mówienia,o,o,present,0,E
1,dowodzenia,wnioskowania,mówienia,o,o,past,0,N
1,dowodzenia,wnioskowania,mówienia,o,o,past,0,N
wolitywne,dowodzenia,wnioskowania,mówienia,o,o,present,1,N
1,dowodzenia,wnioskowania,mówienia,+,o,past,0,E
1,dowodzenia,wnioskowania,mówienia,+,o,past,0,E
1,dowodzenia,wnioskowania,mówienia,+,o,past,0,E
1,dowodzenia,wnioskowania,mówienia,+,o,past,0,E
1,dowodzenia,wnioskowania,mówienia,+,o,past,0,E
1,dowodzenia,wnioskowania,mówienia,+,o,past,0,N
1,dowodzenia,wnioskowania,mówienia,+,o,future,0,N
imperatyw,dowodzenia,wnioskowania,mówienia,+,o,brak,0,N
1,mówienia,wnioskowania,epistemiczny,o,o,present,0,N
1,mówienia,none,none,o,o,past,0,N
wolitywne,mówienia,epistemiczny,percepcyjny,+,?,past,1,E
imperatyw ,epistemiczny,none,none,o,o,brak,0,N
1,epistemiczny,none,none,o,o,brak,0,N
imperatyw ,epistemiczny,none,none,o,o,brak,0,N
imperatyw ,epistemiczny,none,none,o,o,brak,0,N
imperatyw ,epistemiczny,none,none,o,o,brak,0,N
imperatyw ,epistemiczny,none,none,o,o,brak,0,N
wolitywne,epistemiczny,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,+,+,past,0,?
wolitywne; performatyw,mówienia,mówienia,none,+,+,present,0,N
1,epistemiczny,none,none,+,+,future,0,E
1,epistemiczny,none,none,+,+,future,0,E
1,epistemiczny,wolicjonalny,none,-,?,past,0,C
1,percepcyjny,mówienia,none,o,o,future,0,N
1,percepcyjny,mówienia,none,o,o,past,0,N
1,percepcyjny,mówienia,none,o,o,present,0,N
1,percepcyjny,mówienia,none,o,o,present,0,N
1,mówienia,emotywny,none,o,o,present,0,N
1,mówienia,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,mówienia,przyczynowy,none,o,o,past,0,N
imperatyw ,mówienia,przyczynowy,none,o,o,brak,0,N
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,future,0,E
1,epistemiczny,none,none,+,+,future,0,E
1,epistemiczny,none,none,+,+,past,0,E
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,epistemiczny,none,none,+,+,past,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,E
1,epistemiczny,none,none,o,o,past,0,?
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
